# schema=authbc.energy.samples/1
# capture_host=DESKTOP-TROHJN7
# platform=Linux-6.6.114.1-microsoft-standard-WSL2-x86_64-with-glibc2.39
# port=/dev/ttyACM0
# baud=115200
# capture_start_utc=20260727T231443Z
ms,window,wtrans,V1,I1_mA,P1_W,V2,I2_mA,P2_W
88288,1,5,5.068,371.9,1.8840,5.220,419.3,2.1880
88308,1,5,5.072,368.8,1.9000,5.220,417.6,2.1800
88328,1,5,5.068,371.1,1.8800,5.216,418.9,2.1860
88348,1,5,5.060,368.5,1.8640,5.216,421.2,2.1960
88368,1,5,5.064,370.8,1.8780,5.216,421.1,2.1880
88388,1,5,5.060,371.2,1.8800,5.220,419.9,2.1880
88408,1,5,5.060,373.5,1.8800,5.216,419.0,2.1860
88428,1,5,5.064,372.4,1.8740,5.216,420.1,2.1920
88448,1,5,5.068,373.5,1.8900,5.220,418.7,2.1820
88468,1,5,5.068,372.9,1.8900,5.220,420.0,2.1920
88488,1,5,5.072,376.8,1.9080,5.220,419.9,2.1880
88508,1,5,5.072,366.6,1.9000,5.220,419.3,2.1880
88528,1,5,5.064,371.2,1.9040,5.220,420.5,2.1960
88548,1,5,5.064,368.3,1.8680,5.216,420.3,2.1920
88568,1,5,5.060,370.6,1.8780,5.216,420.2,2.1920
88588,1,5,5.092,368.8,1.8980,5.220,420.6,2.1980
88608,1,5,5.060,376.2,1.8580,5.224,420.2,2.1880
88628,1,5,5.072,373.0,1.8740,5.212,452.5,2.3600
88648,1,5,5.064,371.1,1.8800,5.212,455.4,2.3720
88668,1,5,5.068,374.3,1.8980,5.212,452.4,2.3560
88688,1,5,5.028,386.5,1.8940,5.212,452.6,2.3520
88708,1,5,5.064,374.3,1.8800,5.220,419.2,2.1860
88728,1,5,5.072,367.5,1.8900,5.220,420.9,2.1960
88748,1,5,5.056,370.0,1.8720,5.216,419.4,2.1880
88768,1,5,5.068,373.3,1.8940,5.220,419.6,2.1920
88788,1,5,5.016,413.4,2.0880,5.216,417.4,2.1960
88808,1,5,5.060,374.9,1.8780,5.216,420.1,2.1920
88828,1,5,5.068,371.8,1.8880,5.216,419.2,2.1860
88848,1,5,5.056,407.4,2.0620,5.216,420.3,2.1880
88868,1,5,5.052,409.8,2.0680,5.216,419.7,2.1960
88888,1,5,5.048,408.6,2.0940,5.208,461.4,2.3920
88908,1,5,5.056,403.2,2.0340,5.220,418.9,2.1860
88928,1,5,5.064,368.8,1.8640,5.220,418.5,2.1820
88948,1,5,5.068,373.8,1.8980,5.220,417.8,2.1920
88968,1,5,5.068,372.4,1.8880,5.220,420.0,2.1880
88988,1,5,5.072,367.7,1.9100,5.216,430.5,2.3980
89008,1,5,5.060,375.4,1.8740,5.220,418.7,2.1860
89028,1,5,5.068,375.6,1.9040,5.220,420.5,2.1920
89048,1,5,5.068,375.9,1.9040,5.216,424.6,2.2020
89068,1,5,5.060,374.8,1.9000,5.220,419.4,2.1880
89088,1,5,5.056,382.9,1.9400,5.220,419.1,2.1980
89108,1,5,5.064,368.2,1.9080,5.220,419.1,2.1860
89128,1,5,5.068,372.4,1.8880,5.216,419.3,2.1860
89148,1,5,5.060,368.4,1.8640,5.216,422.0,2.1880
89168,1,5,5.068,375.7,1.9080,5.220,419.2,2.1860
89188,1,5,5.068,368.7,1.8940,5.220,420.2,2.1880
89208,1,5,5.064,376.8,1.8640,5.220,421.1,2.1980
89228,1,5,5.060,373.1,1.8880,5.220,422.8,2.2060
89248,1,5,5.068,375.4,1.9040,5.216,419.1,2.1880
89268,1,5,5.072,376.3,1.9080,5.220,420.3,2.1880
89288,1,5,5.060,375.3,1.8620,5.216,419.1,2.1920
89308,1,5,5.072,373.2,1.8680,5.220,420.3,2.1920
89328,1,5,5.064,368.1,1.8640,5.220,420.1,2.1920
89348,1,5,5.068,372.9,1.8900,5.220,419.4,2.1960
89368,1,5,5.064,370.1,1.8640,5.220,420.6,2.1880
89388,1,5,5.064,373.9,1.8680,5.220,420.3,2.1880
89408,1,5,5.088,370.5,1.8800,5.216,420.5,2.1920
89428,1,5,5.076,372.7,1.8880,5.220,419.4,2.1880
89448,1,5,5.064,372.4,1.8880,5.220,419.6,2.1920
89468,1,5,5.060,375.9,1.8580,5.216,418.9,2.1720
89488,1,5,5.068,373.3,1.8940,5.216,419.4,2.1880
89508,1,5,5.076,372.4,1.9040,5.220,419.3,2.1860
89528,1,5,5.064,372.4,1.8880,5.220,420.0,2.1920
89548,1,5,5.068,373.3,1.8880,5.220,420.3,2.1960
89568,1,5,5.068,367.8,1.9040,5.220,419.1,2.1880
89588,1,5,5.064,374.8,1.8780,5.216,419.5,2.1880
89608,1,5,5.020,412.6,2.0980,5.224,418.8,2.1860
89628,1,5,5.056,369.1,1.8680,5.216,419.3,2.1860
89648,1,5,5.064,369.9,1.8680,5.220,419.8,2.1860
89668,1,5,5.060,372.2,1.8800,5.220,419.8,2.1860
89688,1,5,5.056,376.9,1.8540,5.216,419.8,2.1920
89708,1,5,5.052,392.0,2.0680,5.212,456.8,2.3820
89728,1,5,5.060,367.1,1.8580,5.216,419.9,2.1880
89748,1,5,5.064,374.3,1.8980,5.216,419.7,2.1880
89768,1,5,5.060,376.7,1.8800,5.220,420.8,2.1920
89788,1,5,5.060,373.6,1.8840,5.220,419.0,2.1860
89808,1,5,5.060,376.7,1.9100,5.216,458.7,2.3880
89828,1,5,5.060,371.3,1.8800,5.220,419.5,2.1880
89848,1,5,5.064,372.9,1.8900,5.220,420.1,2.1820
89868,1,5,5.072,371.4,1.8940,5.220,420.6,2.1860
89888,1,5,5.060,371.7,1.8880,5.220,420.2,2.1920
89908,1,5,5.060,367.0,1.8580,5.220,420.7,2.1960
89928,1,5,5.068,368.2,1.8640,5.220,419.2,2.1860
89948,1,5,5.060,367.6,1.8620,5.220,420.4,2.1960
89968,1,5,5.052,371.3,1.8940,5.216,423.2,2.1920
89988,1,5,5.072,369.3,1.8980,5.220,423.7,2.2120
90008,1,5,5.056,370.4,1.8740,5.220,419.5,2.1880
90028,1,5,5.064,374.2,1.9000,5.220,421.0,2.1960
90048,1,5,5.072,375.5,1.9040,5.216,419.2,2.1880
90068,1,5,5.064,373.5,1.9140,5.220,422.4,2.2120
90088,1,5,5.056,377.1,1.8720,5.220,419.8,2.1920
90108,1,5,5.076,370.6,1.8780,5.220,421.7,2.1980
90128,1,5,5.072,370.6,1.8780,5.224,419.8,2.1880
90148,1,5,5.068,376.3,1.9080,5.216,419.9,2.1860
90168,1,5,5.068,368.2,1.9100,5.220,419.0,2.1880
90188,1,5,5.076,372.7,1.8880,5.220,419.0,2.1860
90208,1,5,5.056,371.3,1.8800,5.216,419.8,2.1880
90228,1,5,5.088,368.5,1.8680,5.220,419.0,2.1860
90248,1,5,5.064,370.7,1.8800,5.220,419.0,2.1800
90268,1,5,5.064,370.3,1.8800,5.220,420.4,2.1920
90288,1,5,5.068,369.4,1.8880,5.216,419.0,2.1860
90308,1,5,5.072,374.3,1.8980,5.220,419.7,2.1880
90328,1,5,5.076,371.6,1.8900,5.216,427.7,2.6640
90348,1,5,5.068,373.8,1.8900,5.220,428.9,2.2340
90368,1,5,5.068,373.6,1.8900,5.220,419.8,2.1920
90388,1,5,5.064,372.1,1.8800,5.212,419.7,2.1880
90408,1,5,5.076,372.3,1.8840,5.216,420.0,2.1920
90428,1,5,5.028,382.2,1.9440,5.224,424.9,2.1880
90448,1,5,5.072,368.9,1.9000,5.220,418.8,2.1860
90468,1,5,5.056,374.6,1.8840,5.220,419.6,2.1880
90488,1,5,5.060,375.3,1.8580,5.220,420.8,2.1960
90508,1,5,5.064,373.5,1.8940,5.216,419.8,2.1880
90528,1,5,5.044,417.6,2.1000,5.212,426.9,2.1980
90548,1,5,5.060,377.7,1.8580,5.220,419.9,2.1880
90568,1,5,5.060,370.1,1.8880,5.220,419.4,2.1920
90588,1,5,5.068,368.4,1.8640,5.220,418.7,2.1820
90608,1,5,5.064,373.0,1.8940,5.220,420.3,2.1960
90628,1,5,5.068,380.6,1.9240,5.216,460.7,2.4020
90648,1,5,5.072,369.7,1.8900,5.216,419.3,2.1880
90668,1,5,5.068,368.6,1.9040,5.216,418.9,2.1960
90688,1,5,5.064,375.7,1.9040,5.220,422.6,2.2060
90708,1,5,5.064,372.3,1.8880,5.216,420.3,2.1960
90728,1,5,5.072,375.2,1.9040,5.224,429.7,2.2280
90748,1,5,5.068,370.6,1.8840,5.220,419.0,2.1920
90768,1,5,5.072,369.2,1.8980,5.216,420.4,2.1920
90788,1,5,5.068,371.6,1.8840,5.220,419.5,2.1880
90808,1,5,5.064,373.8,1.8980,5.220,420.5,2.1920
90828,1,5,5.068,377.9,1.9160,5.220,419.4,2.1920
90848,1,5,5.068,373.2,1.8900,5.220,419.7,2.1880
90868,1,5,5.068,368.3,1.8940,5.220,420.4,2.1920
90888,1,5,5.076,374.0,1.8980,5.220,425.6,2.2180
90908,1,5,5.072,373.9,1.8980,5.220,418.8,2.1860
90928,1,5,5.060,369.6,1.8720,5.220,418.9,2.1880
90948,1,5,5.072,374.2,1.8720,5.220,419.2,2.1920
90968,1,5,5.056,375.6,1.8640,5.220,419.2,2.1880
90988,1,5,5.072,370.5,1.8780,5.220,419.7,2.1880
91008,1,5,5.072,371.7,1.8800,5.220,419.0,2.1860
91028,1,5,5.068,374.0,1.8640,5.220,419.4,2.1880
91048,1,5,5.076,368.1,1.8940,5.220,420.3,2.1880
91068,1,5,5.072,367.1,1.9040,5.220,419.3,2.1880
91088,1,5,5.068,374.4,1.8980,5.220,420.4,2.1920
91108,1,5,5.072,373.4,1.8940,5.220,419.7,2.1880
91128,1,5,5.064,373.7,1.8940,5.220,419.8,2.1880
91148,1,5,5.088,373.2,1.8680,5.220,420.3,2.1880
91168,1,5,5.064,368.2,1.8980,5.220,420.5,2.1920
91188,1,5,5.068,374.7,1.9000,5.220,419.1,2.1860
91208,1,5,5.064,370.4,1.8780,5.220,420.4,2.1920
91228,1,5,5.068,373.7,1.8900,5.220,419.8,2.1980
91248,1,5,5.032,391.3,1.9200,5.220,419.8,2.1980
91268,1,5,5.076,366.9,1.8580,5.216,418.8,2.1860
91288,1,5,5.064,373.4,1.8940,5.220,419.1,2.1880
91308,1,5,5.060,371.7,1.8800,5.220,419.1,2.1860
91328,1,5,5.060,374.3,1.8720,5.216,419.7,2.1920
91348,1,5,5.024,413.2,2.0220,5.220,420.1,2.1880
91368,1,5,5.060,373.0,1.8880,5.220,420.4,2.1920
91388,1,5,5.064,369.2,1.8720,5.216,420.1,2.1920
91408,1,5,5.064,368.9,1.8680,5.216,452.7,2.3560
91428,1,5,5.072,369.4,1.8980,5.212,452.8,2.3600
91448,1,5,5.056,384.2,2.0060,5.208,492.5,2.5660
91468,1,5,5.064,368.3,1.8640,5.212,452.5,2.3600
91488,1,5,5.076,373.1,1.8900,5.220,420.0,2.1920
91508,1,5,5.060,374.2,1.8940,5.220,419.3,2.1980
91528,1,5,5.064,369.7,1.8800,5.220,419.2,2.1960
91548,1,5,5.072,367.7,1.8900,5.220,447.0,2.3920
91568,1,5,5.068,374.7,1.9000,5.220,420.0,2.1920
91588,1,5,5.068,376.6,1.9100,5.220,419.3,2.1860
91608,1,5,5.048,404.4,2.0420,5.220,420.8,2.1860
91628,1,5,5.040,406.7,2.0480,5.220,419.1,2.1960
91648,1,5,5.044,411.9,2.0440,5.216,419.1,2.1960
91668,1,5,5.044,402.4,2.0320,5.220,419.3,2.1860
91688,1,5,5.104,368.7,1.8780,5.220,421.6,2.1980
91708,1,5,5.072,367.4,1.9040,5.216,419.3,2.1880
91728,1,5,5.068,372.2,1.8620,5.216,418.8,2.1820
91748,1,5,5.056,374.9,1.9040,5.216,420.2,2.1880
91768,1,5,5.060,367.6,1.8620,5.220,420.1,2.1920
91788,1,5,5.060,368.0,1.8640,5.220,421.1,2.1960
91808,1,5,5.064,367.4,1.8940,5.220,424.5,2.2060
91828,1,5,5.064,372.4,1.8720,5.220,419.7,2.1880
91848,1,5,5.072,369.4,1.8680,5.220,420.9,2.1980
91868,1,5,5.076,370.8,1.8780,5.220,419.9,2.1880
91888,1,5,5.072,376.0,1.9080,5.216,417.8,2.1820
91908,1,5,5.072,367.1,1.9080,5.220,419.1,2.1880
91928,1,5,5.064,374.3,1.8900,5.220,419.8,2.1880
91948,1,5,5.064,373.8,1.8980,5.220,419.5,2.1880
91968,1,5,5.100,367.5,1.8720,5.216,419.2,2.1860
91988,1,5,5.064,373.2,1.8880,5.220,420.3,2.1920
92008,1,5,5.076,368.4,1.9040,5.220,420.4,2.1880
92028,1,5,5.068,371.6,1.8940,5.220,420.9,2.1960
92048,1,5,5.072,374.0,1.8940,5.220,418.9,2.1860
92068,1,5,5.080,372.2,1.8940,5.216,419.3,2.1860
92088,1,5,5.068,376.7,1.9100,5.220,419.5,2.1880
92108,1,5,5.068,373.3,1.8640,5.216,419.3,2.1880
92128,1,5,5.060,376.2,1.8740,5.220,419.3,2.1960
92148,1,5,5.068,371.0,1.8800,5.216,419.4,2.1880
92168,1,5,5.024,411.7,2.0740,5.220,420.3,2.1920
92188,1,5,5.060,372.5,1.8840,5.220,419.7,2.1880
92208,1,5,5.064,368.7,1.8740,5.220,420.3,2.1860
92228,1,5,5.072,368.8,1.9080,5.220,418.9,2.1820
92248,1,5,5.064,370.4,1.8780,5.220,418.9,2.1860
92268,1,5,5.068,411.1,2.0640,5.212,425.1,2.2180
92288,1,5,5.060,372.4,1.8880,5.220,419.5,2.1880
92308,1,5,5.072,373.1,1.8940,5.216,419.5,2.1980
92328,1,5,5.052,373.4,1.8680,5.220,418.8,2.2120
92348,1,5,5.072,373.4,1.8900,5.220,422.0,2.2020
92368,1,5,5.076,379.7,1.9200,5.216,460.3,2.3980
92388,1,5,5.064,374.3,1.8740,5.220,420.2,2.1880
92408,1,5,5.072,367.6,1.9000,5.220,420.2,2.1920
92428,1,5,5.068,371.8,1.8840,5.216,419.0,2.1980
92448,1,5,5.064,369.0,1.8720,5.220,419.3,2.1880
92468,1,5,5.064,366.9,1.8580,5.220,429.7,2.2420
92488,1,5,5.072,373.4,1.8840,5.220,420.6,2.1860
92508,1,5,5.060,375.9,1.8620,5.220,420.4,2.1920
92528,1,5,5.072,372.5,1.8900,5.220,419.2,2.1960
92548,1,5,5.068,368.9,1.8680,5.216,419.5,2.1880
92568,1,5,5.072,369.6,1.8720,5.220,420.3,2.1920
92588,1,5,5.072,371.3,1.8940,5.216,419.9,2.1860
92608,1,5,5.064,370.2,1.8880,5.220,420.4,2.1960
92628,1,5,5.064,372.9,1.8880,5.220,420.3,2.1880
92648,1,5,5.068,375.0,1.8980,5.220,419.0,2.1860
92668,1,5,5.064,373.4,1.8900,5.212,419.3,2.1860
92688,1,5,5.068,374.5,1.8720,5.220,420.2,2.1980
92708,1,5,5.064,369.7,1.8840,5.216,421.1,2.1960
92728,1,5,5.060,367.8,1.8620,5.220,424.3,2.2120
92748,1,5,5.064,372.7,1.8880,5.216,420.1,2.1920
92768,1,5,5.064,375.1,1.8880,5.220,420.9,2.1980
92788,1,5,5.080,371.0,1.8740,5.220,419.7,2.1880
92808,1,5,5.064,375.4,1.8720,5.216,419.4,2.1880
92828,1,5,5.064,369.1,1.8680,5.220,419.5,2.1880
92848,1,5,5.068,372.8,1.8880,5.220,420.6,2.1960
92868,1,5,5.060,373.4,1.8580,5.216,418.7,2.1820
92888,1,5,5.088,373.0,1.8740,5.220,419.5,2.1960
92908,1,5,5.076,370.1,1.9040,5.216,420.1,2.1920
92928,1,5,5.068,371.1,1.8800,5.216,419.6,2.1880
92948,1,5,5.060,373.7,1.8900,5.220,419.2,2.1860
92968,1,5,5.072,373.3,1.8940,5.216,420.0,2.1920
92988,1,5,5.036,422.4,2.0220,5.220,419.4,2.1960
93008,1,5,5.068,372.5,1.8880,5.216,419.1,2.1920
93028,1,5,5.072,375.8,1.9080,5.220,419.8,2.1920
93048,1,5,5.068,369.8,1.8720,5.220,419.0,2.1860
93068,1,5,5.064,371.0,1.8740,5.220,419.5,2.1860
93088,1,5,5.020,419.2,2.0680,5.220,427.6,2.1960
93108,1,5,5.072,372.6,1.8900,5.216,420.1,2.1820
93128,1,5,5.064,371.9,1.8840,5.216,419.0,2.1860
93148,1,5,5.064,371.5,1.8800,5.220,420.6,2.1960
93168,1,5,5.060,373.0,1.8900,5.220,420.0,2.1860
93188,1,5,5.068,369.6,1.9340,5.212,460.0,2.3920
93208,1,5,5.072,374.7,1.8980,5.216,419.5,2.1960
93228,1,5,5.068,373.2,1.8940,5.220,419.9,2.1880
93248,1,5,5.064,370.7,1.8740,5.220,421.7,2.1980
93268,1,5,5.072,369.0,1.8940,5.220,418.9,2.1880
93288,1,5,5.064,373.8,1.8800,5.216,425.3,2.3360
93308,1,5,5.064,372.5,1.8880,5.216,418.8,2.2020
93328,1,5,5.056,370.5,1.8740,5.216,420.1,2.1920
93348,1,5,5.060,372.2,1.8840,5.216,419.7,2.1880
93368,1,5,5.064,372.7,1.8800,5.220,420.6,2.1880
93388,1,5,5.068,372.9,1.8940,5.220,419.7,2.2020
93408,1,5,5.064,376.6,1.9100,5.220,419.3,2.1960
93428,1,5,5.064,368.6,1.8640,5.220,420.6,2.1960
93448,1,5,5.072,370.1,1.8940,5.220,420.2,2.1920
93468,1,5,5.056,375.1,1.8680,5.216,421.5,2.1880
93488,1,5,5.064,373.7,1.8720,5.216,419.0,2.1860
93508,1,5,5.064,375.4,1.9040,5.220,419.5,2.1960
93528,1,5,5.068,371.8,1.8800,5.216,420.0,2.1880
93548,1,5,5.072,373.7,1.8840,5.216,420.3,2.1920
93568,1,5,5.064,375.2,1.8580,5.216,419.3,2.1880
93588,1,5,5.064,372.8,1.8740,5.216,419.8,2.1880
93608,1,5,5.076,372.2,1.8840,5.220,419.2,2.1920
93628,1,5,5.068,372.3,1.8840,5.216,416.4,2.1720
93648,1,5,5.068,373.1,1.8880,5.220,423.8,2.2120
93668,1,5,5.060,375.9,1.8580,5.220,420.1,2.1820
93688,1,5,5.060,374.5,1.8620,5.220,420.7,2.1860
93708,1,5,5.092,367.6,1.8680,5.220,420.3,2.1920
93728,1,5,5.068,375.5,1.9040,5.220,419.1,2.1880
93748,1,5,5.068,367.9,1.8940,5.220,419.4,2.1880
93768,1,5,5.060,376.2,1.8620,5.216,418.5,2.1920
93788,1,5,5.056,379.7,1.9240,5.220,418.5,2.1920
93808,1,5,5.052,374.6,1.9080,5.220,421.9,2.2020
93828,1,5,5.072,373.7,1.8940,5.220,420.0,2.1920
93848,1,5,5.072,370.7,1.8840,5.216,418.9,2.1860
93868,1,5,5.068,370.7,1.8800,5.220,420.4,2.1880
93888,1,5,5.064,368.5,1.8640,5.220,420.2,2.1920
93908,1,5,5.024,417.6,2.0980,5.220,418.8,2.1860
93928,1,5,5.072,371.8,1.8840,5.216,419.4,2.1880
93948,1,5,5.056,375.0,1.8580,5.216,419.5,2.1880
93968,1,5,5.064,370.9,1.8840,5.220,419.8,2.1880
93988,1,5,5.056,366.6,1.8540,5.216,419.4,2.1920
94008,1,5,5.068,383.1,1.9240,5.212,458.7,2.3920
94028,1,5,5.060,367.4,1.8580,5.220,418.7,2.1820
94048,1,5,5.072,371.2,1.8780,5.216,420.0,2.1920
94068,1,5,5.060,375.0,1.8620,5.212,419.2,2.1960
94088,1,5,5.064,373.3,1.8840,5.216,419.7,2.1880
94108,1,5,5.072,375.3,1.9000,5.220,459.2,2.3920
94128,1,5,5.064,369.9,1.8740,5.220,419.1,2.1880
94148,1,5,5.060,372.7,1.8720,5.224,420.0,2.1920
94168,1,5,5.056,373.7,1.8640,5.212,452.6,2.3560
94188,1,5,5.068,373.5,1.8940,5.216,452.0,2.3560
94208,1,5,5.072,370.3,1.8780,5.212,457.9,2.3860
94228,1,5,5.060,372.0,1.8800,5.212,452.6,2.3600
94248,1,5,5.072,373.0,1.9160,5.220,419.7,2.1880
94268,1,5,5.060,373.2,1.8880,5.216,419.9,2.1820
94288,1,5,5.072,372.9,1.8880,5.220,419.5,2.1920
94308,1,5,5.064,374.2,1.8980,5.220,420.4,2.1960
94328,1,5,5.072,370.3,1.8780,5.220,420.0,2.1920
94348,1,5,5.060,374.6,1.8840,5.220,419.6,2.1880
94368,1,5,5.072,374.3,1.9100,5.220,421.7,2.1880
94388,1,5,5.056,409.0,2.0680,5.216,420.3,2.1880
94408,1,5,5.048,409.6,2.0700,5.220,419.8,2.1880
94428,1,5,5.052,403.9,2.0340,5.220,420.2,2.1880
94448,1,5,5.040,404.6,2.0340,5.216,419.8,2.1920
94468,1,5,5.064,371.4,1.8720,5.216,423.7,2.1920
94488,1,5,5.060,373.0,1.8880,5.216,419.7,2.1960
94508,1,5,5.068,372.7,1.8840,5.220,420.3,2.1960
94528,1,5,5.080,370.1,1.8740,5.212,420.3,2.1920
94548,1,5,5.056,374.3,1.8780,5.220,418.6,2.1820
94568,1,5,5.056,369.3,1.8680,5.220,419.9,2.2160
94588,1,5,5.060,374.3,1.8980,5.220,420.3,2.1960
94608,1,5,5.064,375.7,1.9040,5.220,420.4,2.1920
94628,1,5,5.088,371.2,1.8720,5.220,420.5,2.1920
94648,1,5,5.072,367.7,1.9000,5.224,420.7,2.1920
94668,1,5,5.064,371.1,1.8800,5.220,420.1,2.1920
94688,1,5,5.068,372.9,1.8900,5.216,419.4,2.1800
94708,1,5,5.060,370.9,1.8740,5.220,420.2,2.1920
94728,1,5,5.024,410.1,1.9460,5.220,419.7,2.1880
94748,1,5,5.076,371.7,1.8980,5.220,421.2,2.1860
94768,1,5,5.068,373.6,1.8940,5.220,419.1,2.1860
94788,1,5,5.064,368.2,1.8640,5.220,419.1,2.1880
94808,1,5,5.052,370.4,1.8780,5.216,419.7,2.1880
94828,1,5,5.056,408.6,2.0780,5.212,427.2,2.2280
94848,1,5,5.064,373.5,1.8680,5.216,421.0,2.1920
94868,1,5,5.064,372.1,1.8880,5.216,419.4,2.1920
94888,1,5,5.068,375.2,1.8980,5.220,418.7,2.1820
94908,1,5,5.060,375.4,1.9000,5.220,420.2,2.1920
94928,1,5,5.064,373.3,1.9440,5.212,459.0,2.3920
94948,1,5,5.064,373.5,1.8740,5.216,419.5,2.1920
94968,1,5,5.064,371.2,1.8840,5.220,419.2,2.1860
94988,1,5,5.068,368.7,1.8640,5.220,419.8,2.1920
95008,1,5,5.072,366.2,1.9080,5.220,419.3,2.1860
95028,1,5,5.056,372.2,1.8740,5.220,427.2,2.2280
95048,1,5,5.064,371.2,1.8680,5.216,420.0,2.1860
95068,1,5,5.060,376.4,1.9080,5.216,419.1,2.1880
95088,1,5,5.068,386.1,1.9560,5.220,418.8,2.1860
95108,1,5,5.076,368.4,1.8840,5.220,420.2,2.1920
95128,1,5,5.064,374.3,1.8580,5.216,419.2,2.1860
95148,1,5,5.064,368.2,1.8640,5.220,419.2,2.1920
95168,1,5,5.056,370.0,1.8740,5.220,419.3,2.1880
95188,1,5,5.068,368.6,1.8640,5.220,420.2,2.1920
95208,1,5,5.064,374.0,1.9000,5.220,419.0,2.1860
95228,1,5,5.060,375.8,1.8580,5.216,421.0,2.1960
95248,1,5,5.068,368.5,1.8640,5.216,418.5,2.1860
95268,1,5,5.060,371.0,1.8780,5.220,419.7,2.1960
95288,1,5,5.060,369.6,1.8720,5.220,420.1,2.1920
95308,1,5,5.056,373.6,1.8880,5.220,418.8,2.1860
95328,1,5,5.068,368.2,1.8880,5.220,418.5,2.1860
95348,1,5,5.080,368.8,1.8680,5.220,419.5,2.1960
95368,1,5,5.064,368.3,1.8620,5.216,420.4,2.1920
95388,1,5,5.060,367.8,1.8620,5.212,423.8,2.2120
95408,1,5,5.064,374.8,1.8540,5.220,419.3,2.1880
95428,1,5,5.068,368.2,1.8800,5.216,420.4,2.1920
95448,1,5,5.084,369.0,1.8780,5.220,419.5,2.1920
95468,1,5,5.064,371.1,1.8800,5.216,419.9,2.1880
95488,1,5,5.064,374.8,1.9000,5.220,421.8,2.2020
95508,1,5,5.072,367.5,1.8940,5.216,420.2,2.1920
95528,1,5,5.060,376.7,1.8580,5.220,419.2,2.1860
95548,1,5,5.028,381.7,1.9400,5.220,420.0,2.1920
95568,1,5,5.060,370.4,1.8740,5.216,419.7,2.1960
95588,1,5,5.072,371.0,1.8800,5.220,419.6,2.1880
95608,1,5,5.060,374.0,1.8640,5.220,420.0,2.1920
95628,1,5,5.072,373.5,1.8900,5.220,420.0,2.1820
95648,1,5,5.024,413.3,2.0780,5.220,421.8,2.1960
95668,1,5,5.072,374.3,1.8940,5.216,419.3,2.1880
95688,1,5,5.076,372.0,1.8880,5.220,420.2,2.1920
95708,1,5,5.060,375.8,1.8620,5.216,419.6,2.1880
95728,1,5,5.060,375.2,1.8620,5.216,419.2,2.2280
95748,1,5,5.060,378.8,1.9140,5.208,460.3,2.3880
95768,1,5,5.064,368.1,1.8620,5.220,419.1,2.1880
95788,1,5,5.064,371.3,1.8800,5.220,420.8,2.1960
95808,1,5,5.072,367.8,1.8940,5.220,420.4,2.1920
95828,1,5,5.068,377.2,1.9140,5.216,420.8,2.1920
95848,1,5,5.068,373.5,1.8900,5.216,428.3,2.3960
95868,1,5,5.060,369.2,1.8720,5.220,419.3,2.1920
95888,1,5,5.060,374.1,1.8620,5.220,419.3,2.1860
95908,1,5,5.060,372.3,1.8900,5.220,420.3,2.1920
95928,1,5,5.072,377.7,1.9140,5.220,420.3,2.1860
95948,1,5,5.064,371.3,1.8800,5.216,420.2,2.2420
95968,1,5,5.060,366.6,1.8580,5.220,419.8,2.1920
95988,1,5,5.072,367.0,1.9000,5.220,419.1,2.1860
96008,1,5,5.068,367.9,1.8980,5.220,419.5,2.1880
96028,1,5,5.056,372.0,1.8800,5.220,419.0,2.1920
96048,1,5,5.064,368.1,1.8620,5.216,420.6,2.1920
96068,1,5,5.068,370.3,1.8740,5.220,419.4,2.1880
96088,1,5,5.072,370.0,1.9040,5.220,419.5,2.1880
96108,1,5,5.064,373.9,1.8840,5.216,419.8,2.1880
96128,1,5,5.064,373.9,1.8940,5.220,419.1,2.1920
96148,1,5,5.076,371.3,1.8800,5.216,418.9,2.1960
96168,1,5,5.068,368.8,1.8940,5.220,419.5,2.1880
96188,1,5,5.064,373.0,1.8720,5.216,418.8,2.1820
96208,1,5,5.064,370.2,1.9040,5.220,419.7,2.1880
96228,1,5,5.068,372.4,1.8880,5.220,419.2,2.1860
96248,1,5,5.064,373.5,1.8940,5.216,420.0,2.1880
96268,1,5,5.088,367.8,1.9000,5.216,419.3,2.1880
96288,1,5,5.072,373.3,1.8640,5.220,419.2,2.1860
96308,1,5,5.072,371.2,1.8980,5.220,423.5,2.2080
96328,1,5,5.064,374.8,1.9000,5.204,531.9,2.2420
96348,1,5,5.068,373.5,1.8900,5.216,428.8,2.2380
96368,1,5,5.076,373.8,1.8720,5.220,419.4,2.1880
96388,1,5,5.072,368.6,1.8940,5.216,422.2,2.2020
96408,1,5,5.060,373.7,1.8840,5.220,420.1,2.1920
96428,1,5,5.072,373.7,1.8940,5.220,420.5,2.1860
96448,1,5,5.060,373.6,1.8880,5.220,419.8,2.1980
96468,1,5,5.032,415.4,1.9300,5.220,419.2,2.1860
96488,1,5,5.072,372.1,1.8940,5.220,418.9,2.1860
96508,1,5,5.060,366.9,1.8580,5.220,420.1,2.1880
96528,1,5,5.068,373.4,1.8940,5.220,419.0,2.2120
96548,1,5,5.064,373.7,1.8940,5.216,419.6,2.1920
96568,1,5,5.068,380.2,2.0640,5.212,458.1,2.3920
96588,1,5,5.064,369.3,1.8940,5.220,419.6,2.1880
96608,1,5,5.076,374.4,1.8980,5.220,420.2,2.1920
96628,1,5,5.056,366.0,1.8520,5.216,419.9,2.1920
96648,1,5,5.056,366.7,1.8540,5.220,419.8,2.1880
