# schema=authbc.energy.samples/1
# capture_host=DESKTOP-TROHJN7
# platform=Linux-6.6.114.1-microsoft-standard-WSL2-x86_64-with-glibc2.39
# port=/dev/ttyACM0
# baud=115200
# capture_start_utc=20260727T231443Z
ms,window,wtrans,V1,I1_mA,P1_W,V2,I2_mA,P2_W
79908,1,5,5.048,413.2,2.0840,5.212,457.9,2.3920
79928,1,5,5.036,417.0,2.0980,5.212,458.2,2.3860
79948,1,5,5.048,412.3,2.0700,5.212,458.0,2.3860
79968,1,5,5.048,410.1,2.0780,5.212,459.0,2.3920
79988,1,5,5.056,415.7,2.1000,5.212,459.9,2.3920
80008,1,5,5.044,411.5,2.0780,5.212,459.4,2.3920
80028,1,5,5.048,416.3,2.0780,5.208,458.4,2.3880
80048,1,5,5.052,414.4,2.0700,5.212,458.2,2.3860
80068,1,5,5.044,415.8,2.0800,5.212,458.1,2.3860
80088,1,5,5.048,413.8,2.0880,5.212,459.2,2.3880
80108,1,5,5.052,410.2,2.0700,5.212,458.9,2.3880
80128,1,5,5.048,410.2,2.0740,5.212,458.1,2.3860
80148,1,5,5.048,414.5,2.0680,5.212,459.5,2.3960
80168,1,5,5.048,415.3,2.0800,5.212,458.6,2.3880
80188,1,5,5.044,410.1,2.0680,5.212,458.3,2.3920
80208,1,5,5.052,416.0,2.1000,5.212,458.6,2.3920
80228,1,5,5.048,413.8,2.0880,5.212,460.2,2.3880
80248,1,5,5.044,409.3,2.0900,5.216,457.9,2.3860
80268,1,5,5.048,409.4,2.0800,5.212,459.2,2.3920
80288,1,5,5.048,416.9,2.1080,5.212,458.1,2.3960
80308,1,5,5.048,409.7,2.0680,5.212,459.6,2.3980
80328,1,5,5.052,414.2,2.0900,5.204,491.5,2.5620
80348,1,5,5.048,415.0,2.0780,5.208,491.6,2.5600
80368,1,5,5.044,412.8,2.0800,5.204,491.6,2.5560
80388,1,5,5.044,412.2,2.0800,5.208,491.3,2.5600
80408,1,5,5.052,412.0,2.0800,5.208,458.3,2.3960
80428,1,5,5.044,413.2,2.0940,5.212,458.2,2.3920
80448,1,5,5.048,414.8,2.0880,5.212,459.5,2.3920
80468,1,5,5.048,410.1,2.0700,5.212,458.4,2.3880
80488,1,5,5.044,410.9,2.0740,5.212,459.2,2.3880
80508,1,5,5.044,414.8,2.0980,5.212,458.4,2.3880
80528,1,5,5.048,410.1,2.0780,5.212,458.3,2.3920
80548,1,5,5.024,445.6,2.2520,5.212,458.7,2.3920
80568,1,5,5.028,448.4,2.2520,5.212,459.2,2.3920
80588,1,5,5.024,447.0,2.2480,5.212,458.4,2.3920
80608,1,5,5.024,448.1,2.2540,5.212,458.3,2.3920
80628,1,5,5.044,412.0,2.0700,5.212,459.7,2.3960
80648,1,5,5.048,411.0,2.0940,5.212,458.8,2.3920
80668,1,5,5.048,413.3,2.0840,5.212,458.8,2.3880
80688,1,5,5.044,410.1,2.0700,5.212,459.3,2.3880
80708,1,5,5.048,412.0,2.0800,5.212,459.0,2.3880
80728,1,5,5.052,412.0,2.0740,5.212,458.6,2.3920
80748,1,5,5.052,413.6,2.0700,5.212,458.1,2.3880
80768,1,5,5.040,410.6,2.0700,5.212,463.8,2.4160
80788,1,5,5.052,415.1,2.0940,5.212,460.4,2.3920
80808,1,5,5.048,414.6,2.0940,5.212,458.7,2.3960
80828,1,5,5.044,410.6,2.0780,5.216,458.9,2.3920
80848,1,5,5.048,414.8,2.0740,5.212,459.5,2.3960
80868,1,5,5.048,411.5,2.0780,5.212,459.5,2.3960
80888,1,5,5.048,415.4,2.0980,5.212,458.2,2.3920
80908,1,5,5.040,416.2,2.1000,5.212,458.1,2.3880
80928,1,5,5.048,409.5,2.0900,5.212,458.3,2.3920
80948,1,5,5.052,410.3,2.0980,5.212,458.8,2.3880
80968,1,5,5.056,412.3,2.0800,5.212,458.6,2.3880
80988,1,5,5.048,412.0,2.0780,5.212,459.2,2.3880
81008,1,5,5.040,420.6,2.1160,5.212,459.1,2.3880
81028,1,5,5.044,411.3,2.0980,5.212,458.6,2.3920
81048,1,5,5.048,416.0,2.1040,5.212,458.4,2.3880
81068,1,5,5.048,411.3,2.0740,5.212,458.8,2.3920
81088,1,5,5.052,416.1,2.1040,5.212,460.6,2.3880
81108,1,5,5.048,409.6,2.0900,5.212,462.2,2.3860
81128,1,5,5.044,415.0,2.0940,5.212,459.0,2.3920
81148,1,5,5.048,413.8,2.0700,5.212,458.3,2.3860
81168,1,5,5.048,409.8,2.0680,5.212,458.5,2.3880
81188,1,5,5.048,414.7,2.0900,5.212,458.7,2.3960
81208,1,5,5.048,415.0,2.0800,5.212,458.2,2.3960
81228,1,5,5.048,414.5,2.0900,5.212,457.8,2.3860
81248,1,5,5.052,413.0,2.0700,5.212,458.3,2.3860
81268,1,5,5.048,414.0,2.0880,5.212,458.6,2.3880
81288,1,5,5.048,410.9,2.0740,5.212,458.5,2.3960
81308,1,5,5.044,409.8,2.0880,5.212,458.7,2.3920
81328,1,5,5.048,414.5,2.0700,5.212,459.3,2.3960
81348,1,5,5.040,416.9,2.0700,5.212,458.5,2.3880
81368,1,5,5.048,414.0,2.0900,5.212,458.8,2.3880
81388,1,5,5.036,412.4,2.0800,5.212,458.9,2.3920
81408,1,5,5.052,415.2,2.0700,5.212,458.6,2.3980
81428,1,5,5.044,409.6,2.0840,5.212,458.8,2.3960
81448,1,5,5.048,415.5,2.0740,5.212,458.4,2.3880
81468,1,5,5.044,415.3,2.0940,5.212,458.6,2.3880
81488,1,5,5.048,410.6,2.0700,5.212,459.3,2.3920
81508,1,5,5.044,413.2,2.0780,5.212,458.8,2.3880
81528,1,5,5.048,414.2,2.0700,5.212,459.0,2.3920
81548,1,5,5.048,415.1,2.0800,5.212,458.5,2.3880
81568,1,5,5.048,410.8,2.0740,5.212,458.8,2.3920
81588,1,5,5.048,410.4,2.0700,5.208,463.8,2.3880
81608,1,5,5.044,415.3,2.0880,5.212,458.6,2.3960
81628,1,5,5.044,411.6,2.0740,5.212,458.9,2.3920
81648,1,5,5.044,410.0,2.0700,5.212,464.5,2.4180
81668,1,5,5.048,411.2,2.0740,5.212,463.8,2.4160
81688,1,5,5.040,412.0,2.0800,5.212,460.3,2.4160
81708,1,5,5.048,411.4,2.0980,5.212,459.6,2.3920
81728,1,5,5.056,410.6,2.0700,5.212,458.3,2.3880
81748,1,5,5.048,412.4,2.0800,5.208,460.8,2.3980
81768,1,5,5.044,414.1,2.0900,5.212,459.9,2.3960
81788,1,5,5.048,409.8,2.0680,5.212,459.6,2.3920
81808,1,5,5.044,415.9,2.0700,5.212,459.5,2.3880
81828,1,5,5.044,403.3,1.9600,5.212,459.2,2.3920
81848,1,5,5.060,368.8,1.8680,5.212,459.7,2.3960
81868,1,5,5.072,375.9,1.9040,5.212,459.5,2.3960
81888,1,5,5.068,375.0,1.9000,5.212,458.9,2.3880
81908,1,5,5.064,373.5,1.8900,5.212,458.8,2.3960
81928,1,5,5.052,408.5,2.1000,5.212,458.8,2.3920
81948,1,5,5.064,373.4,1.8940,5.212,459.1,2.3920
81968,1,5,5.064,375.0,1.9000,5.212,461.6,2.4060
81988,1,5,5.060,371.5,1.8800,5.208,458.3,2.3920
82008,1,5,5.064,371.4,1.9000,5.212,459.5,2.3980
82028,1,5,5.068,378.0,1.9400,5.212,460.1,2.3980
82048,1,5,5.068,372.6,1.8880,5.212,459.5,2.3920
82068,1,5,5.060,372.9,1.8840,5.212,459.6,2.3920
82088,1,5,5.068,372.7,1.8900,5.212,459.2,2.3960
82108,1,5,5.060,373.4,1.8720,5.212,459.8,2.3880
82128,1,5,5.060,371.9,1.8900,5.212,458.9,2.3920
82148,1,5,5.068,372.2,1.8840,5.212,458.9,2.3920
82168,1,5,5.072,375.8,1.9040,5.212,459.6,2.3920
82188,1,5,5.056,372.0,1.8840,5.212,459.2,2.3960
82208,1,5,5.072,372.4,1.8980,5.212,458.5,2.3880
82228,1,5,5.064,371.5,1.8800,5.212,458.6,2.3880
82248,1,5,5.072,371.7,1.8800,5.212,459.6,2.3960
82268,1,5,5.072,373.0,1.8900,5.212,458.8,2.3880
82288,1,5,5.064,367.9,1.8620,5.212,458.8,2.3920
82308,1,5,5.056,376.8,1.8580,5.212,458.3,2.4020
82328,1,5,5.060,371.9,1.8780,5.208,459.0,2.3920
82348,1,5,5.064,374.3,1.8980,5.212,459.6,2.3960
82368,1,5,5.068,374.0,1.8980,5.212,459.4,2.3960
82388,1,5,5.064,368.5,1.8640,5.208,458.7,2.3960
82408,1,5,5.068,372.4,1.8880,5.212,458.5,2.3960
82428,1,5,5.072,372.5,1.8900,5.212,459.2,2.3920
82448,1,5,5.084,374.5,1.8980,5.212,459.0,2.3920
82468,1,5,5.056,367.7,1.8620,5.212,458.7,2.3860
82488,1,5,5.068,371.2,1.8780,5.212,459.5,2.3920
82508,1,5,5.064,375.0,1.8680,5.212,462.7,2.3880
82528,1,5,5.060,377.7,1.8580,5.212,461.1,2.4020
82548,1,5,5.092,369.5,1.8780,5.212,460.1,2.3980
82568,1,5,5.064,366.9,1.8580,5.212,458.9,2.3920
82588,1,5,5.068,370.8,1.8800,5.212,459.7,2.3920
82608,1,5,5.068,373.2,1.8940,5.212,459.2,2.4160
82628,1,5,5.060,370.9,1.8800,5.212,458.6,2.3880
82648,1,5,5.032,382.3,1.9460,5.216,458.9,2.3880
82668,1,5,5.064,368.0,1.8640,5.212,459.3,2.3960
82688,1,5,5.056,375.4,1.8880,5.216,458.8,2.3960
82708,1,5,5.068,373.2,1.8900,5.212,460.0,2.3860
82728,1,5,5.056,372.6,1.8680,5.212,458.9,2.3920
82748,1,5,5.024,412.2,2.0740,5.212,458.8,2.3880
82768,1,5,5.076,369.8,1.8720,5.212,458.5,2.3880
82788,1,5,5.064,370.6,1.8780,5.212,459.3,2.3920
82808,1,5,5.064,374.8,1.8640,5.208,459.3,2.3920
82828,1,5,5.072,372.9,1.8680,5.212,459.3,2.3960
82848,1,5,5.064,392.1,1.9720,5.212,460.4,2.3980
82868,1,5,5.068,370.1,1.8740,5.216,459.8,2.3960
82888,1,5,5.060,369.5,1.8900,5.212,460.0,2.3920
82908,1,5,5.068,367.5,1.9040,5.208,459.7,2.3880
82928,1,5,5.072,369.9,1.8900,5.208,458.9,2.3880
82948,1,5,5.064,373.9,1.8940,5.212,462.6,2.4120
82968,1,5,5.076,369.8,1.8720,5.212,458.7,2.3920
82988,1,5,5.064,374.9,1.8680,5.212,459.3,2.3960
83008,1,5,5.068,368.6,1.8940,5.212,459.3,2.3960
83028,1,5,5.072,367.1,1.8940,5.212,459.9,2.3980
83048,1,5,5.068,367.1,1.8580,5.212,459.5,2.3960
83068,1,5,5.064,377.1,1.9080,5.208,459.3,2.3960
83088,1,5,5.056,388.6,1.9200,5.204,493.8,2.5620
83108,1,5,5.064,374.6,1.8800,5.204,491.8,2.5620
83128,1,5,5.064,372.9,1.8740,5.204,491.8,2.5600
83148,1,5,5.068,368.9,1.8640,5.204,493.2,2.5660
83168,1,5,5.064,371.1,1.8800,5.208,491.7,2.5600
83188,1,5,5.064,371.8,1.9240,5.208,460.1,2.3880
83208,1,5,5.060,372.2,1.8880,5.212,458.4,2.3960
83228,1,5,5.072,371.2,1.8780,5.212,460.1,2.3980
83248,1,5,5.068,373.6,1.8940,5.212,458.5,2.3880
83268,1,5,5.068,369.7,1.8720,5.212,459.3,2.3960
83288,1,5,5.064,374.4,1.8720,5.212,458.6,2.3920
83308,1,5,5.048,410.7,2.0340,5.212,458.9,2.3920
83328,1,5,5.048,403.5,2.0380,5.212,458.7,2.3920
83348,1,5,5.052,411.1,2.0740,5.212,458.9,2.3920
83368,1,5,5.068,404.8,2.0480,5.212,458.7,2.3880
83388,1,5,5.076,371.1,1.8780,5.212,459.3,2.3960
83408,1,5,5.060,376.3,1.8580,5.212,459.4,2.3880
83428,1,5,5.064,372.7,1.8880,5.212,463.8,2.4180
83448,1,5,5.064,367.0,1.8540,5.212,460.2,2.3960
83468,1,5,5.076,368.9,1.8780,5.212,459.6,2.3920
83488,1,5,5.072,369.5,1.8880,5.208,459.6,2.3980
83508,1,5,5.072,368.4,1.9100,5.212,458.5,2.3960
83528,1,5,5.076,375.7,1.9040,5.212,459.1,2.3920
83548,1,5,5.064,374.0,1.8940,5.212,459.6,2.3960
83568,1,5,5.028,379.7,1.9300,5.212,458.8,2.3880
83588,1,5,5.068,373.3,1.8720,5.212,459.6,2.3880
83608,1,5,5.060,372.1,1.8680,5.212,459.2,2.3960
83628,1,5,5.064,368.3,1.8640,5.212,458.7,2.3920
83648,1,5,5.072,373.5,1.8940,5.212,459.1,2.3920
83668,1,5,5.048,419.0,2.1080,5.212,459.7,2.3960
83688,1,5,5.072,373.6,1.8880,5.212,459.7,2.3880
83708,1,5,5.064,372.7,1.8780,5.216,421.1,2.2060
83728,1,5,5.060,374.1,1.8940,5.216,419.4,2.1880
83748,1,5,5.068,371.0,1.8800,5.220,419.9,2.1880
83768,1,5,5.068,377.3,1.9100,5.216,460.7,2.4020
83788,1,5,5.068,372.8,1.8980,5.220,419.7,2.1860
83808,1,5,5.064,369.7,1.9080,5.216,419.3,2.1860
83828,1,5,5.072,376.7,1.9100,5.220,420.2,2.1920
83848,1,5,5.064,374.2,1.8940,5.220,419.6,2.1880
83868,1,5,5.060,375.6,1.8640,5.220,428.1,2.2320
83888,1,5,5.068,370.1,1.8880,5.220,419.4,2.1920
83908,1,5,5.064,367.8,1.9080,5.224,418.8,2.1860
83928,1,5,5.068,368.6,1.8680,5.216,419.1,2.1880
83948,1,5,5.068,372.6,1.8900,5.220,420.2,2.1920
83968,1,5,5.068,369.3,1.8980,5.216,419.3,2.1860
83988,1,5,5.060,376.3,1.8640,5.220,419.9,2.1860
84008,1,5,5.072,369.7,1.8840,5.216,420.5,2.1880
84028,1,5,5.064,374.7,1.9000,5.220,419.3,2.1880
84048,1,5,5.068,373.8,1.8940,5.220,422.0,2.2020
84068,1,5,5.060,375.4,1.8720,5.216,420.1,2.1920
84088,1,5,5.060,373.7,1.8880,5.216,419.6,2.1920
84108,1,5,5.068,369.0,1.9000,5.216,420.0,2.1860
84128,1,5,5.068,372.9,1.8900,5.220,420.0,2.1920
84148,1,5,5.068,369.5,1.8680,5.220,421.8,2.1980
84168,1,5,5.064,368.3,1.8900,5.220,420.6,2.1960
84188,1,5,5.080,367.4,1.8940,5.216,420.5,2.1920
84208,1,5,5.056,379.4,1.8880,5.220,419.1,2.1880
84228,1,5,5.068,373.6,1.8940,5.220,419.6,2.1880
84248,1,5,5.072,376.4,1.9100,5.220,420.2,2.1920
84268,1,5,5.064,368.2,1.9040,5.216,420.9,2.1920
84288,1,5,5.088,373.2,1.8720,5.216,419.2,2.1960
84308,1,5,5.068,370.8,1.9100,5.220,419.7,2.1880
84328,1,5,5.060,367.5,1.8580,5.200,445.9,2.3300
84348,1,5,5.060,374.5,1.8980,5.216,431.9,2.2520
84368,1,5,5.068,367.5,1.9040,5.220,419.3,2.1860
84388,1,5,5.068,380.7,1.8940,5.216,419.6,2.1880
84408,1,5,5.064,374.3,1.8940,5.216,419.4,2.1880
84428,1,5,5.064,371.6,1.8800,5.216,418.7,2.1860
84448,1,5,5.064,371.7,1.8800,5.220,419.3,2.1860
84468,1,5,5.072,373.4,1.8900,5.220,419.0,2.1860
84488,1,5,5.024,414.7,2.0700,5.212,467.9,2.2080
84508,1,5,5.072,367.8,1.8620,5.220,419.6,2.1920
84528,1,5,5.072,369.7,1.8720,5.220,420.1,2.1920
84548,1,5,5.068,374.8,1.9000,5.216,418.9,2.1860
84568,1,5,5.060,372.7,1.8740,5.220,419.1,2.1880
84588,1,5,5.064,378.4,1.9760,5.212,459.8,2.3920
84608,1,5,5.072,372.4,1.8840,5.220,420.0,2.1980
84628,1,5,5.068,377.1,1.9100,5.220,420.3,2.1960
84648,1,5,5.056,367.4,1.8580,5.216,419.5,2.1880
84668,1,5,5.068,372.7,1.8640,5.220,419.0,2.1860
84688,1,5,5.072,368.8,1.8980,5.216,430.7,2.3880
84708,1,5,5.072,373.0,1.8900,5.216,420.1,2.1860
84728,1,5,5.060,373.0,1.8880,5.220,421.2,2.1980
84748,1,5,5.068,373.7,1.8940,5.220,420.0,2.1880
84768,1,5,5.072,372.1,1.8880,5.220,420.0,2.1920
84788,1,5,5.072,373.5,1.8880,5.216,419.1,2.1960
84808,1,5,5.060,368.8,1.8680,5.220,419.7,2.1920
84828,1,5,5.060,370.3,1.8740,5.224,422.8,2.2080
84848,1,5,5.068,376.8,1.9140,5.220,420.1,2.1920
84868,1,5,5.060,374.0,1.8840,5.220,421.2,2.1960
84888,1,5,5.068,371.9,1.9000,5.216,419.7,2.1880
84908,1,5,5.072,376.1,1.9080,5.216,419.5,2.1880
84928,1,5,5.060,370.9,1.8740,5.220,419.0,2.1860
84948,1,5,5.068,373.0,1.8840,5.216,420.0,2.1920
84968,1,5,5.056,376.6,1.8540,5.216,420.9,2.1800
84988,1,5,5.068,366.5,1.9040,5.220,420.2,2.1880
85008,1,5,5.092,372.7,1.8940,5.220,419.2,2.1880
85028,1,5,5.064,370.0,1.8780,5.220,420.1,2.1920
85048,1,5,5.064,374.3,1.8800,5.220,419.1,2.1880
85068,1,5,5.072,369.8,1.8900,5.216,420.2,2.1860
85088,1,5,5.060,375.6,1.8640,5.216,420.3,2.1880
85108,1,5,5.092,368.4,1.8720,5.216,420.1,2.1860
85128,1,5,5.068,368.7,1.8680,5.216,418.0,2.1800
85148,1,5,5.060,374.5,1.8680,5.220,420.4,2.1920
85168,1,5,5.064,374.6,1.8640,5.220,422.0,2.1920
85188,1,5,5.068,369.2,1.8940,5.216,419.3,2.1880
85208,1,5,5.036,372.7,1.8940,5.216,419.7,2.1920
85228,1,5,5.060,374.9,1.8980,5.216,419.8,2.1880
85248,1,5,5.068,368.0,1.9100,5.220,418.8,2.1860
85268,1,5,5.072,372.2,1.8900,5.220,424.6,2.2180
85288,1,5,5.068,368.6,1.8980,5.220,420.0,2.1860
85308,1,5,5.020,414.4,2.0840,5.220,419.9,2.1880
85328,1,5,5.064,378.3,1.9140,5.220,419.4,2.1880
85348,1,5,5.072,369.8,1.8940,5.216,419.5,2.1880
85368,1,5,5.068,369.3,1.9100,5.216,420.6,2.1860
85388,1,5,5.064,370.8,1.8940,5.220,421.9,2.1860
85408,1,5,5.052,409.4,2.0580,5.216,461.9,2.4340
85428,1,5,5.060,373.2,1.8880,5.220,419.1,2.1860
85448,1,5,5.064,376.0,1.8680,5.216,420.7,2.1960
85468,1,5,5.060,373.5,1.8640,5.216,420.5,2.1880
85488,1,5,5.072,373.4,1.8620,5.220,420.3,2.1860
85508,1,5,5.056,371.7,1.8800,5.216,451.7,2.3960
85528,1,5,5.068,371.3,1.8800,5.220,419.5,2.1880
85548,1,5,5.064,373.7,1.8780,5.220,418.6,2.1820
85568,1,5,5.064,370.2,1.8940,5.216,420.6,2.1860
85588,1,5,5.068,371.4,1.8780,5.216,419.4,2.1920
85608,1,5,5.060,367.9,1.8640,5.216,421.0,2.2320
85628,1,5,5.076,374.3,1.8940,5.216,420.1,2.1920
85648,1,5,5.072,368.9,1.8840,5.220,420.1,2.1920
85668,1,5,5.068,369.6,1.9040,5.216,419.8,2.1880
85688,1,5,5.064,369.3,1.8720,5.216,419.8,2.1960
85708,1,5,5.060,373.7,1.8940,5.216,420.6,2.1860
85728,1,5,5.072,371.6,1.8800,5.220,421.5,2.1980
85748,1,5,5.068,374.0,1.8640,5.216,419.8,2.1880
85768,1,5,5.068,374.2,1.8880,5.220,419.8,2.1860
85788,1,5,5.060,369.7,1.8720,5.220,420.7,2.2020
85808,1,5,5.072,374.2,1.8980,5.220,419.1,2.1880
85828,1,5,5.068,371.4,1.8800,5.220,419.6,2.1880
85848,1,5,5.060,371.7,1.8900,5.216,420.3,2.1920
85868,1,5,5.072,371.8,1.8900,5.216,451.9,2.3560
85888,1,5,5.064,371.7,1.8840,5.212,451.6,2.3560
85908,1,5,5.068,373.5,1.8900,5.212,451.7,2.3520
85928,1,5,5.080,370.5,1.8780,5.212,452.4,2.3600
85948,1,5,5.068,371.9,1.8800,5.220,419.4,2.1880
85968,1,5,5.068,367.4,1.9040,5.220,419.6,2.1920
85988,1,5,5.076,371.1,1.8800,5.220,419.9,2.1960
86008,1,5,5.064,374.5,1.8980,5.220,420.2,2.1920
86028,1,5,5.056,373.1,1.9040,5.220,419.8,2.1920
86048,1,5,5.068,372.2,1.8900,5.220,419.4,2.1880
86068,1,5,5.028,407.0,2.0440,5.220,420.6,2.1880
86088,1,5,5.040,403.5,2.0340,5.220,419.1,2.1920
86108,1,5,5.048,403.8,2.0380,5.220,419.3,2.1920
86128,1,5,5.016,412.6,2.0940,5.212,419.5,2.1880
86148,1,5,5.056,404.3,2.0640,5.220,420.7,2.1960
86168,1,5,5.068,371.9,1.8880,5.220,419.8,2.1880
86188,1,5,5.060,368.6,1.8640,5.216,418.9,2.2120
86208,1,5,5.076,377.2,1.9140,5.220,418.9,2.1880
86228,1,5,5.024,411.5,2.0680,5.212,424.2,2.2160
86248,1,5,5.068,373.3,1.8640,5.216,419.2,2.1860
86268,1,5,5.068,368.2,1.9000,5.216,420.8,2.1860
86288,1,5,5.064,368.7,1.8640,5.216,420.7,2.1880
86308,1,5,5.064,369.4,1.8720,5.220,420.2,2.1860
86328,1,5,5.064,377.2,1.9080,5.216,460.3,2.3980
86348,1,5,5.064,374.1,1.9260,5.216,421.0,2.1960
86368,1,5,5.064,369.0,1.9040,5.220,420.7,2.1860
86388,1,5,5.068,373.2,1.8880,5.216,420.2,2.1880
86408,1,5,5.068,375.4,1.9080,5.216,419.2,2.1920
86428,1,5,5.060,370.6,1.8780,5.220,429.1,2.2380
86448,1,5,5.068,368.3,1.9000,5.216,419.0,2.1820
86468,1,5,5.068,367.4,1.8940,5.216,423.8,2.1960
86488,1,5,5.072,369.4,1.8720,5.220,420.3,2.1880
86508,1,5,5.068,376.4,1.9080,5.216,419.2,2.1880
86528,1,5,5.056,372.0,1.8800,5.220,420.7,2.1960
86548,1,5,5.064,368.7,1.8900,5.220,418.9,2.1860
86568,1,5,5.064,372.7,1.8980,5.220,420.4,2.1860
86588,1,5,5.060,368.8,1.8680,5.216,419.9,2.1880
86608,1,5,5.060,374.1,1.8940,5.220,419.8,2.1960
86628,1,5,5.072,376.6,1.9080,5.220,420.5,2.1920
86648,1,5,5.060,373.0,1.8720,5.220,420.5,2.1920
86668,1,5,5.068,371.2,1.8780,5.216,419.5,2.1880
86688,1,5,5.060,367.8,1.8620,5.220,419.5,2.1880
86708,1,5,5.060,366.8,1.8540,5.220,420.5,2.1960
86728,1,5,5.068,367.5,1.9000,5.216,418.5,2.1820
86748,1,5,5.088,370.1,1.8840,5.216,420.7,2.1960
86768,1,5,5.072,368.0,1.9140,5.216,419.5,2.1860
86788,1,5,5.060,366.6,1.8540,5.216,419.2,2.1960
86808,1,5,5.060,373.4,1.8880,5.220,419.7,2.1880
86828,1,5,5.068,367.0,1.9040,5.220,419.9,2.1880
86848,1,5,5.088,373.3,1.8740,5.220,418.4,2.1820
86868,1,5,5.064,370.5,1.8900,5.216,420.3,2.1920
86888,1,5,5.064,367.4,1.8620,5.216,419.6,2.1860
86908,1,5,5.060,374.0,1.8940,5.216,422.0,2.1820
86928,1,5,5.060,373.1,1.8940,5.220,419.4,2.1880
86948,1,5,5.024,390.9,1.9140,5.216,418.6,2.1820
86968,1,5,5.064,370.2,1.8800,5.220,419.5,2.1920
86988,1,5,5.068,373.9,1.8980,5.216,420.4,2.1860
87008,1,5,5.056,368.8,1.8640,5.220,420.7,2.1860
87028,1,5,5.064,373.3,1.8940,5.216,420.2,2.1920
87048,1,5,5.028,412.6,2.0780,5.212,417.1,2.1760
87068,1,5,5.060,370.7,1.8800,5.220,420.0,2.1860
87088,1,5,5.064,374.4,1.8980,5.216,419.1,2.1960
87108,1,5,5.064,367.1,1.8580,5.216,423.4,2.2120
87128,1,5,5.076,373.1,1.8900,5.220,421.7,2.2020
87148,1,5,5.052,380.7,2.0480,5.212,458.6,2.3880
87168,1,5,5.060,372.0,1.8880,5.216,419.4,2.1960
87188,1,5,5.060,372.4,1.8840,5.216,419.5,2.1860
87208,1,5,5.060,369.9,1.8740,5.216,419.3,2.1860
87228,1,5,5.068,371.8,1.9000,5.216,420.4,2.1960
87248,1,5,5.060,376.0,1.8680,5.216,459.2,2.3920
87268,1,5,5.056,374.4,1.8680,5.220,420.3,2.1880
87288,1,5,5.056,365.8,1.8520,5.220,420.2,2.1880
87308,1,5,5.068,372.4,1.8880,5.216,420.2,2.1880
87328,1,5,5.060,370.2,1.8940,5.220,420.8,2.1960
87348,1,5,5.056,372.9,1.8800,5.220,421.2,2.1960
87368,1,5,5.060,374.4,1.8940,5.220,420.2,2.1860
87388,1,5,5.068,372.1,1.8840,5.216,419.0,2.1880
87408,1,5,5.060,366.6,1.8540,5.220,420.2,2.1880
87428,1,5,5.064,376.1,1.8540,5.220,420.3,2.1920
87448,1,5,5.076,366.2,1.9080,5.220,418.9,2.1860
87468,1,5,5.064,372.1,1.8880,5.216,420.3,2.2020
87488,1,5,5.072,375.3,1.9000,5.220,416.4,2.1860
87508,1,5,5.056,366.8,1.8540,5.216,420.1,2.1860
87528,1,5,5.064,374.9,1.8640,5.220,418.3,2.1820
87548,1,5,5.064,371.1,1.8680,5.216,419.9,2.1880
87568,1,5,5.080,369.6,1.8720,5.220,420.3,2.1880
87588,1,5,5.072,372.1,1.8880,5.220,419.5,2.1860
87608,1,5,5.068,368.8,1.8640,5.216,420.7,2.1880
87628,1,5,5.060,371.5,1.8880,5.216,419.8,2.1880
87648,1,5,5.064,371.6,1.8840,5.220,419.5,2.1880
87668,1,5,5.092,368.9,1.8720,5.216,419.1,2.1920
87688,1,5,5.056,370.0,1.8720,5.216,421.5,2.1880
87708,1,5,5.068,373.4,1.8940,5.216,419.0,2.1880
87728,1,5,5.060,376.2,1.8580,5.216,419.5,2.1880
87748,1,5,5.060,372.3,1.8800,5.220,420.8,2.1920
87768,1,5,5.052,370.1,1.8840,5.216,420.3,2.1920
87788,1,5,5.060,373.4,1.8880,5.220,419.2,2.1820
87808,1,5,5.056,371.4,1.8780,5.220,419.3,2.1880
87828,1,5,5.060,371.7,1.8780,5.220,419.4,2.1880
87848,1,5,5.076,371.7,1.8940,5.216,419.4,2.1880
87868,1,5,5.020,410.3,2.0740,5.220,420.1,2.1820
87888,1,5,5.072,373.7,1.8940,5.224,420.0,2.1880
87908,1,5,5.056,374.1,1.8640,5.220,420.3,2.1860
87928,1,5,5.072,367.6,1.9040,5.216,419.0,2.1860
87948,1,5,5.072,367.6,1.9100,5.220,419.2,2.1860
87968,1,5,5.060,412.8,2.0740,5.212,450.0,2.2280
87988,1,5,5.064,369.9,1.8740,5.220,420.1,2.1920
88008,1,5,5.060,373.4,1.8580,5.220,419.1,2.1860
88028,1,5,5.056,374.9,1.8680,5.220,421.7,2.1980
88048,1,5,5.060,371.8,1.8880,5.220,420.0,2.1880
88068,1,5,5.072,370.8,1.8780,5.220,456.2,2.3920
88088,1,5,5.060,370.3,1.8720,5.220,420.1,2.1980
88108,1,5,5.060,375.0,1.8640,5.220,419.2,2.1860
88128,1,5,5.068,366.9,1.9040,5.220,420.6,2.1960
88148,1,5,5.068,371.5,1.8840,5.216,419.8,2.1920
88168,1,5,5.064,373.1,1.8880,5.220,421.8,2.2280
88188,1,5,5.068,371.7,1.8800,5.220,419.3,2.1880
88208,1,5,5.072,367.8,1.9080,5.220,420.5,2.1960
88228,1,5,5.076,371.9,1.8840,5.216,419.4,2.1880
88248,1,5,5.056,374.2,1.8980,5.220,420.1,2.1920
88268,1,5,5.072,374.8,1.8980,5.220,419.9,2.1880
